clip_id,source_file,start_sec,end_sec,duration,text,snapped
Muwan_Palassa_140113__0137,Muwan Palassa 140113.mp3,1007.07,1008.546,1.476,මගේ අම්මයි අප්පච්චියි.,True
Muwan_Palassa_140113__0138,Muwan Palassa 140113.mp3,1009.054,1011.138,2.084,අප්පච්චි!,True
Muwan_Palassa_140113__0139,Muwan Palassa 140113.mp3,1011.518,1021.73,10.212,"අප්පච්චි, අප්පච්චිගේ ඈතින් මස්සිනා මුදියන්සේ තමයි අපේ ආලවන්ත සම්බන්ධේ කඩාකප්පල් කරන්නේ නැන්දේ. තේරුණාද?",True
Muwan_Palassa_140113__0140,Muwan Palassa 140113.mp3,1021.758,1023.874,2.116,එතකොට බිසෝගෙ අම්මා?,True
Muwan_Palassa_140113__0141,Muwan Palassa 140113.mp3,1025.47,1031.17,5.7,නැත්නම් ඒ අම්මා අපි දෙන්නගේ සම්බන්ධයට කැමතියි කියලයි මට හිතෙන්නේ.,True
Muwan_Palassa_140113__0142,Muwan Palassa 140113.mp3,1031.614,1036.418,4.804,අනේ සම්පූර්ණ ඇත්ත නාමෙල්.,True
Muwan_Palassa_140113__0143,Muwan Palassa 140113.mp3,1036.418,1039.81,3.392,බිසෝගෙ අම්මා බයයි ආරච්චිලට විරුද්ධව වචනයක්වත් කියන්න.,True
Muwan_Palassa_140113__0144,Muwan Palassa 140113.mp3,1039.81,1041.954,2.144,හැබැයි මේ ප්‍රශ්නෙදි අනිත් පැත්තේ ඉන්නේ.,True
Muwan_Palassa_140113__0145,Muwan Palassa 140113.mp3,1042.726,1044.726,2.0,"මුදියන්සේ මහා මුදලාලි,",False
Muwan_Palassa_140113__0146,Muwan Palassa 140113.mp3,1046.886,1049.566,2.68,එයාගේ පුතා සිරිමල්,False
Muwan_Palassa_140113__0147,Muwan Palassa 140113.mp3,1049.598,1053.378,3.78,නමෙන් විතරක් කෝටිපතියෙක්ලු.,True
Muwan_Palassa_140113__0148,Muwan Palassa 140113.mp3,1053.918,1056.93,3.012,"හැබැයි ඉන්නේ අත්තනට මෙතනට ණය වෙවී, තේරුණාද?",True
Muwan_Palassa_140113__0149,Muwan Palassa 140113.mp3,1056.958,1064.258,7.3,"ඔයා කොහොමද ඒවා දන්නේ, ඔයා හොයලා බැලුවද සිරිමල්ගේ බිස්නස් ගැන?",True
Muwan_Palassa_140113__0150,Muwan Palassa 140113.mp3,1066.43,1077.826,11.396,අප්පණ්ඩියා... හිරමුසුමුල් හාරන්න මගේම ඉඩමේ ඉඳැද්දි මේ බිසෝගෙ අප්පච්චි මිනිහා හිරබාරෙට ගත්තා කියලා මේ මාටින් කරත්තකාරයා කිව්වා.,True
Muwan_Palassa_140113__0151,Muwan Palassa 140113.mp3,1079.046,1080.566,1.52,හා අනේ...,False
Muwan_Palassa_140113__0152,Muwan Palassa 140113.mp3,1085.79,1089.546,3.756,"ඊටත් වඩා දේවල් ගැන ආරංචි වෙලා,",True
Muwan_Palassa_140113__0153,Muwan Palassa 140113.mp3,1089.546,1091.65,2.104,මේ රාජකාරි පොත එළියාගන්නත් ඇති බවද?,False
Muwan_Palassa_140113__0154,Muwan Palassa 140113.mp3,1091.65,1098.466,6.816,"දැන් අප්පච්චි කොයි වෙලාවක හරි මෙහාට එයි, අපේ හොර මැර අල්ලන්න.",True
Muwan_Palassa_140113__0155,Muwan Palassa 140113.mp3,1098.59,1103.522,4.932,"අපේ ඉතින් හොර මැර වැඩ කෙරුවේ නෑනෙව බිසෝ, ඈ?",True
Muwan_Palassa_140113__0156,Muwan Palassa 140113.mp3,1103.614,1113.186,9.572,ඒකනේ. කරපු එකම දේ මේ දෙන්නව මේ ගෙදර නතර කරගෙන හිටපු එක විතරනේ.,True
Muwan_Palassa_140113__0157,Muwan Palassa 140113.mp3,1113.342,1117.282,3.94,"බිසෝ මෙහෙ නැවතිලා හිටියේ අසනීපෙකට ප්‍රතිකාර කරගන්න, ඒක ඇත්ත.",True
Muwan_Palassa_140113__0158,Muwan Palassa 140113.mp3,1117.282,1123.618,6.336,එතකොට මේ මැරිච්ච නාමෙල් කියන එකා හංගගෙන හිටියේ ඇයි කියලා ලොකු තර්ජනයක් කරයි සීයෙ.,True
Muwan_Palassa_140113__0159,Muwan Palassa 140113.mp3,1124.126,1133.602,9.476,"ඈ, තර්ජන ගර්ජන වලට මා ගැස්සෙන්නේ නැහැ නාමෙල්.",True
Muwan_Palassa_140113__0160,Muwan Palassa 140113.mp3,1133.694,1142.242,8.548,ආරච්චිලට කේන්ති එන්නේ අර දිගාමඩුල්ලේ ඉලන්දාරියා බිසෝව බලන්න මේ මුඅම්පැලැස්සට ආවමයි ඔන්න.,True
Muwan_Palassa_140113__0161,Muwan Palassa 140113.mp3,1142.242,1148.482,6.24,"මෙහෙමයි, ඊට කලින් ඉස්කෝලේ ලොකු මහත්තයා හොඳ රස්සාවක් හොයා දුන්නොත් ඔය දෙන්නම යන්ට.",True
Muwan_Palassa_140113__0162,Muwan Palassa 140113.mp3,1148.766,1155.106,6.34,"මෙතන ප්‍රශ්නේ වෙලා තියෙන්නේ බිසෝට අම්මව දාලා යන්ට බැරිකමනේ, මට නම් හිතෙන්නේ එහෙමයි.",True
Muwan_Palassa_140113__0163,Muwan Palassa 140113.mp3,1155.106,1157.646,2.54,අම්මා නිතරම ලෙඩ වෙනවා නැන්දේ.,False
Muwan_Palassa_140113__0164,Muwan Palassa 140113.mp3,1158.046,1161.762,3.716,ආ ඉතින් එහෙනම් අම්මවත් එක්කන් යන්ටකෝ.,True
Muwan_Palassa_140113__0165,Muwan Palassa 140113.mp3,1162.206,1164.898,2.692,ඒ අදහස නම් හොඳයි.,True
Muwan_Palassa_140113__0166,Muwan Palassa 140113.mp3,1165.022,1172.194,7.172,"හැබැයි එදාට තමයි ආරච්චිල ලොකුම කස්තිරම, ලොකුම අඩව්වයි නටලා මේ පැලැස්ස දෙවනත් කරන්නේ.",True
Muwan_Palassa_140113__0167,Muwan Palassa 140113.mp3,1173.182,1183.006,9.824,"මේක එහෙම ලේසියෙන් විසඳන්න පුළුවන් ප්‍රශ්නයක් නෙවෙයි නෝනේ, ම්?",True
Muwan_Palassa_140113__0168,Muwan Palassa 140113.mp3,1183.614,1190.274,6.66,"මාමාටවත් බැරි නම් මේකට හොඳ උපදේශයක් දෙන්ට, වෙන කවුද මෙහෙ ඉන්නේ ඒකට?",True
Muwan_Palassa_140113__0169,Muwan Palassa 140113.mp3,1191.038,1198.114,7.076,මේ බිසෝගෙයි නාමෙල්ගෙයි සම්බන්ධෙට දැන් කොච්චර කල්ද ළමයිනේ? ඈ? අවුරුදු දාසයක්.,True
Muwan_Palassa_140113__0170,Muwan Palassa 140113.mp3,1200.798,1205.25,4.452,සමහර උදවිය වේලිච්ච දරලී වගේ නමන්ත බෑ.,True
Muwan_Palassa_140113__0171,Muwan Palassa 140113.mp3,1205.278,1210.114,4.836,"බලෙන් නමන්ත ගියොත් මොකද වෙන්නේ, ඈ ඉස්කෝලෙනෝනේ?",True
Muwan_Palassa_140113__0172,Muwan Palassa 140113.mp3,1211.646,1214.498,2.852,එහෙම නැත්තං ඉතිං කැඩෙනවනේ මාමෙ.,True
Muwan_Palassa_140113__0173,Muwan Palassa 140113.mp3,1216.382,1220.13,3.748,ඒ කියන්නේ අප්පච්චිට අර හාට් ඇටෑක් එක හැදිලා මැරෙයිද මං හින්දා?,True
Muwan_Palassa_140113__0174,Muwan Palassa 140113.mp3,1220.83,1222.402,1.572,ඔන්න එක හේතුවක්.,True
Muwan_Palassa_140113__0175,Muwan Palassa 140113.mp3,1223.262,1225.346,2.084,අනික් හේතුව මෙයාගේ අම්මා.,True
Muwan_Palassa_140113__0176,Muwan Palassa 140113.mp3,1226.686,1229.058,2.372,ඒ අම්මා අපට බොහොම කරුණාවයි.,True
Muwan_Palassa_140113__0177,Muwan Palassa 140113.mp3,1230.046,1234.69,4.644,නමුත් ආවාහ විවාහ ප්‍රශ්නෙ ගැන එක වචනයක්වත් කියන්නේ නෑ.,True
Muwan_Palassa_140113__0178,Muwan Palassa 140113.mp3,1235.038,1240.994,5.956,"අප්පච්චි, ඒ මං කොච්චර කාලයක් උත්සාහ කෙරුවද අඩු තරමින් අම්මගෙන්වත් කැමැත්ත අහගන්ට.",True
Muwan_Palassa_140113__0179,Muwan Palassa 140113.mp3,1242.078,1247.522,5.444,"එක වෙලාවකට කැමතියි වගේ පෙන්නනවා, ඒත් එක්කම ආරච්චිල මතක් වුණාම අනික් පැත්ත ගහනවා, ඒකනෙ බැරි.",True
Muwan_Palassa_140113__0180,Muwan Palassa 140113.mp3,1247.55,1254.85,7.3,"ඒ කාතකෙ බිසොගෙ අම්මා නමගන්ට බැරි නෑ, හ්ම්?",True
Muwan_Palassa_140113__0181,Muwan Palassa 140113.mp3,1311.742,1317.858,6.116,"නෑ, මං අහන්නේ මේ, එතකොට ආරච්චිලව නමගන්ට ක්‍රමයක් නැද්ද?",True
Muwan_Palassa_140113__0182,Muwan Palassa 140113.mp3,1318.91,1332.834,13.924,"පංගුවක් උදවිය කොච්චර හොඳ කළත්, ඒ හොඳ වැඩ, දියුණු වැඩ, සාරවත් වැඩ, යහපත් වැඩ කරන කෙනෙකුගේ පැත්තට නම්මන්ට බෑ.",True
Muwan_Palassa_140113__0183,Muwan Palassa 140113.mp3,1333.054,1338.338,5.284,බලෙන් නමන්ත ගියොත් මොකද වෙන්නේ නාමෙල්?,True
Muwan_Palassa_140113__0184,Muwan Palassa 140113.mp3,1339.23,1342.002,2.772,කැඩිලා බිඳිලා සුන් වෙලා ගියත් කොහොමටවත් නමන්ට බෑ.,True
Muwan_Palassa_140113__0185,Muwan Palassa 140113.mp3,1342.622,1351.362,8.74,"නෑ නෑ කියන්ටකෝ කියන්ටකෝ, අපේ ඉස්කෝලෙ ලොකු මහත්තයත් බලං ඉන්නවා මේ දෙන්නගේ ඉරණම විසඳෙනවද නැද්ද කියලා.",True
Muwan_Palassa_140113__0186,Muwan Palassa 140113.mp3,1352.67,1360.514,7.844,නාමෙල් ගැන කියන කොට ආරච්චිලගේ ප්‍රශ්නේ මගාරින්ට වෙන මොනවා හරි ගෙනාවා.,True
Muwan_Palassa_140113__0187,Muwan Palassa 140113.mp3,1419.23,1422.722,3.492,"එහෙම කීවා විතරයි අප්පේ, ආරච්චිලට යස්සාවිස වෙලා මට කෑගැහුවනෙ.",True
Muwan_Palassa_140113__0188,Muwan Palassa 140113.mp3,1429.47,1432.066,2.596,පිහිය රත්තරං කියලා ඒකෙන් ඇනගන්ටද කියන්නේ කියලා.,True
Muwan_Palassa_140113__0189,Muwan Palassa 140113.mp3,1432.502,1436.802,4.3,"ආ, එදායින් පස්සේ ආරච්චිල මට කැමති නෑ.",False
Muwan_Palassa_140113__0190,Muwan Palassa 140113.mp3,1437.79,1442.082,4.292,පිහිය රත්තරං කියලා ඇනගන්නමයි කිව්වේ ඇයි?,True
Muwan_Palassa_140113__0191,Muwan Palassa 140113.mp3,1442.334,1444.866,2.532,මේ නාමෙල් කොච්චර හොඳ වුණත් පවුලට ඈඳගන්ට කැමති නැතෙයි කියන එකයි කිව්වේ.,True
